meeting_id,score_speechrate,score_intensity,score_f0var,y_nonverbal,mean_gap,mean_gap_filled,score_pause,y_nonverbal_with_pause
tv123,0.0,0.8509316770186336,0.5217391304347827,0.4575569358178055,0.0,0.0,0.0,0.3431677018633541
tv124,0.5027097892573993,0.6770186335403726,0.4720496894409938,0.5505927040795885,0.0650000000000001,0.0650000000000001,0.6500000000000009,0.5754445280596916
tv125,0.18523270830337868,0.8012422360248447,0.8571428571428572,0.6145392671570269,0.0,0.0,0.0,0.46090445036777017
tv126,1.0,0.7391304347826086,0.39751552795031053,0.712215320910973,0.0,0.0,0.0,0.5341614906832297
tv127,0.05637262105327867,0.3105590062111801,0.45962732919254656,0.2755196521523351,0.0,0.0,0.0,0.20663973911425132
tv128,0.518035583350767,0.9006211180124224,0.7453416149068324,0.7213327720900073,0.2100000000000004,0.2100000000000004,1.0,0.7909995790675055
tv129,0.681801179587568,0.8695652173913043,0.4347826086956521,0.6620496685581748,,0.0,0.0,0.49653725141863114
tv130,0.952434248387517,0.782608695652174,0.968944099378882,0.9013290144728576,0.0,0.0,0.0,0.6759967608546432
tv131,1.0,0.30434782608695654,0.44720496894409933,0.5838509316770186,,0.0,0.0,0.43788819875776397
tv132,0.6339944642846156,0.4472049689440994,0.5341614906832297,0.5384536413039815,0.0,0.0,0.0,0.40384023097798616
tv133,0.0,0.2111801242236025,0.14906832298136652,0.12008281573498968,,0.0,0.0,0.09006211180124225
tv134,0.0,0.062111801242236024,0.782608695652174,0.2815734989648033,0.0,0.0,0.0,0.2111801242236025
tv135,0.07094131331096509,0.2484472049689441,0.7329192546583851,0.3507692576460981,0.0,0.0,0.0,0.2630769432345736
tv136,0.23759407569463775,0.22981366459627328,0.7577639751552796,0.4083905718153969,0.0,0.0,0.0,0.3062929288615477
tv137,0.0,0.5527950310559007,0.6832298136645962,0.41200828157349895,0.0,0.0,0.0,0.3090062111801242
tv138,0.0,0.45962732919254656,0.24844720496894412,0.2360248447204969,0.0,0.0,0.0,0.17701863354037267
tv139,0.4259140171876856,0.2732919254658385,0.037267080745341574,0.24549100779962188,0.0,0.0,0.0,0.18411825584971642
tv140,1.0,0.32919254658385094,0.8695652173913044,0.732919254658385,0.8800000000000026,0.8800000000000026,0.8432432432432426,0.7605002518045995
tv141,0.7643435117313162,0.9875776397515528,0.024844720496894457,0.5922552906599211,0.03399999999999963,0.03399999999999963,0.33999999999999625,0.5291914679949399
tv142,0.0,0.037267080745341616,0.06211180124223592,0.03312629399585918,1.6106250000000002,1.6106250000000002,0.645777027027027,0.18628897725365112
tv143,1.0,0.08074534161490683,0.9565217391304348,0.6790890269151139,0.0,0.0,0.0,0.5093167701863354
tv144,1.0,0.20496894409937888,0.84472049689441,0.6832298136645963,0.0,0.0,0.0,0.5124223602484472
tv145,0.24663371680832125,0.12422360248447205,0.34782608695652173,0.23956113541643834,1.3971428571428572,1.3971428571428572,0.7034749034749035,0.35553957743105463
tv146,0.14168711835148962,0.11801242236024845,0.3229813664596273,0.19422696905712178,2.6820689655172423,2.6820689655172423,0.35619757688723175,0.23471962101464927
tv147,1.0,0.006211180124223602,0.3354037267080745,0.44720496894409933,,0.0,0.0,0.3354037267080745
tv148,0.46970444742901307,0.8136645962732919,0.26086956521739135,0.5147462029732321,0.0,0.0,0.0,0.3860596522299241
tv149,0.0,0.09937888198757763,0.36024844720496896,0.15320910973084886,,0.0,0.0,0.11490683229813664
tv150,1.0,0.484472049689441,0.3726708074534162,0.6190476190476191,0.0,0.0,0.0,0.4642857142857143
tv151,1.0,0.4968944099378882,0.1987577639751552,0.5652173913043478,0.0,0.0,0.0,0.42391304347826086
tv152,0.0,0.6832298136645962,0.40993788819875787,0.3643892339544514,,0.0,0.0,0.2732919254658385
tv153,0.1823267269282871,0.7267080745341615,0.5093167701863355,0.4727838572162614,0.0,0.0,0.0,0.35458789291219606
tv154,0.0,0.8074534161490683,0.7701863354037267,0.5258799171842651,,0.0,0.0,0.3944099378881988
tv155,0.0,0.546583850931677,0.7453416149068323,0.4306418219461698,0.0,0.0,0.0,0.32298136645962733
tv156,0.783046762821189,0.21739130434782608,0.4347826086956521,0.4784068919548891,0.0,0.0,0.0,0.3588051689661668
tv157,0.0,0.37267080745341613,0.8074534161490683,0.39337474120082816,0.0,0.0,0.0,0.2950310559006211
tv158,0.7635947784200745,0.2795031055900621,0.9937888198757765,0.6789622346286377,,0.0,0.0,0.5092216759714783
tv159,0.0,0.2919254658385093,0.44720496894409933,0.24637681159420288,0.0,0.0,0.0,0.18478260869565216
tv160,0.5769981910463562,0.2857142857142857,0.22360248447204967,0.36210498707756383,0.0,0.0,0.0,0.27157874030817286
tv161,0.0,0.32298136645962733,0.6956521739130435,0.33954451345755693,0.000833333333332575,0.000833333333332575,0.008333333333325749,0.2567417184264991
