meeting_id,tot,n,dm_enum,dm_closing,dm_conn,li_aizuchi,li_understand,conf_request,conf_report,su_proposal,su_hedged,su_risk,info,listen,conf,speakup,y_weak
tv023,397.8451250000001,102,0.05142704714554441,0.0,0.08732041142894491,0.0,0.009601726299901265,0.0,0.03277657354730696,0.008420362069285038,0.0,0.020862389604497395,0.9996320343701716,0.43721347427191987,0.581204772372965,0.9607212199470636,0.74469287524053
tv024,62.02,15,0.0,0.0,0.0,0.016123831022250887,0.1483392454047081,0.0,0.0,0.0,0.0,0.0,0.24089660691648035,0.9999978130321572,0.5,0.5,0.5602236049871594
tv025,103.33000000000001,31,0.0,0.0,0.15232749443530433,0.01838768992548145,0.01064550469369974,0.0,0.03309784186586662,0.0,0.0,0.02361366495693407,0.5560165835999645,0.9999568740495751,0.9019095771191421,0.060651371122324965,0.6296336014727517
tv026,22.96,5,0.0,0.17944250871080142,0.26393728222996515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6452806238500515,0.5,0.5,0.5,0.5363201559625128
tv027,15.020000000000001,6,0.0,0.0,0.07856191744340875,0.0,0.0,0.0,0.0,0.0,0.0,0.1624500665778961,0.5645625089987539,0.5,0.5,0.9822077777448291,0.6366925716858958
tv028,101.86,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24089660691648035,0.5,0.5,0.5,0.4352241517291201
tv029,141.23000000000002,39,0.07477164908305592,0.0,0.11045811796360545,0.03200453161509601,0.13644409827940235,0.0,0.02336614033845498,0.0,0.0,0.10493521206542507,0.9999989492577062,0.9999978130321572,0.581204772372965,0.5934403499041494,0.7936604711417444
tv030,188.93,59,0.026358968930291642,0.0,0.1162335256444185,0.009421478854602183,0.007621870534060372,0.0,0.0,0.0,0.0,0.0,0.9996918776150855,0.9813753752651537,0.00020630899827846105,0.004521877866023084,0.4964488599361352
tv031,62.48,8,0.0,0.0,0.28841229193341866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6076040908673526,0.5,0.5,0.5,0.5269010227168381
tv032,31.979999999999997,8,0.0,0.0,0.2964352720450282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6076040908673526,0.5,0.5,0.5,0.5269010227168381
tv033,89.34,12,0.0,0.0,0.16789791806581594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6076040908673526,0.5,0.5,0.5,0.5269010227168381
tv034,136.448,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09502095012162115,0.004088839685969286,0.001365285197515286,0.00888593683645558,0.02734025296039033
tv035,155.87,70,0.017835375633540686,0.016552255084365166,0.10341951626355313,0.00911015589914669,0.0,0.028485276191698217,0.042599602232629756,0.013472765766343712,0.018605247963046117,0.0,0.9994341142363797,0.21781459257129543,0.9749257880503758,0.8848153027210299,0.7692474493947703
