alpha,u_text,u_voice,nash_product
0.43,0.6004248546574531,0.8282498127696606,0.4294406684510423
0.431,0.6018882060471628,0.8272223073505519,0.4300128049150654
0.432,0.603350640066671,0.8261912503388418,0.4305792532365332
0.433,0.6048121386617654,0.8251566450016893,0.4311399884770055
0.434,0.6062726837651295,0.8241184947216782,0.43169498586579746
0.435,0.6077322572972803,0.8230768029970505,0.4322442208023546
0.436,0.6091908411675047,0.8220315734419348,0.43278766885861963
0.437,0.6106484172748066,0.820982809786562,0.433325305781394
0.438,0.6121049675088533,0.819930515877475,0.43385710749468775
0.439,0.6135604737509299,0.8188746956777258,0.434383050102063
0.44,0.6150149178748949,0.8178153532670677,0.4349031098889683
